Month,Year,Region,Dengue_Cases,Dengue_Deaths,Date,rfh,rfh_avg
August,2017,Region XIII,216,4,2017-08-01,237.20983,85.13732333333333
September,2017,Region XIII,184,0,2017-09-01,275.154098,81.13500733333333
October,2017,Region XIII,258,1,2017-10-01,342.001645,86.41145833333333
November,2017,Region XIII,119,1,2017-11-01,379.2623,103.58451833333334
December,2017,Region XIII,207,0,2017-12-01,514.65903,162.31814
January,2018,Region XIII,269,0,2018-01-01,654.16556,188.69808666666665
February,2018,Region XIII,314,1,2018-02-01,456.75573,118.12084
March,2018,Region XIII,188,0,2018-03-01,199.15409899999997,119.515627
April,2018,Region XIII,216,2,2018-04-01,259.714757,88.31648666666666
May,2018,Region XIII,221,1,2018-05-01,215.101648,71.80923666666666
June,2018,Region XIII,400,0,2018-06-01,218.23114299999997,80.766412
July,2018,Region XIII,849,6,2018-07-01,248.15574,89.31045466666667
August,2018,Region XIII,803,3,2018-08-01,211.418034,85.13732333333333
September,2018,Region XIII,1062,5,2018-09-01,235.459021,81.13500733333333
October,2018,Region XIII,1060,5,2018-10-01,160.309835,86.41145833333333
November,2018,Region XIII,1361,5,2018-11-01,284.09016299999996,103.58451833333334
December,2018,Region XIII,2310,14,2018-12-01,374.639351,162.31814
January,2019,Region XIII,2036,5,2019-01-01,550.7393500000001,188.69808666666665
February,2019,Region XIII,2047,7,2019-02-01,76.129509,118.12084
March,2019,Region XIII,1088,3,2019-03-01,211.904924,119.515627
April,2019,Region XIII,328,2,2019-04-01,175.29836899999998,88.31648666666666
May,2019,Region XIII,324,0,2019-05-01,78.014756,71.80923666666666
June,2019,Region XIII,492,0,2019-06-01,271.396731,80.766412
July,2019,Region XIII,749,0,2019-07-01,239.98853,89.31045466666667
August,2019,Region XIII,1132,2,2019-08-01,237.659005,85.13732333333333
September,2019,Region XIII,1201,4,2019-09-01,98.659013,81.13500733333333
October,2019,Region XIII,908,2,2019-10-01,219.508198,86.41145833333333
November,2019,Region XIII,713,0,2019-11-01,166.537704,103.58451833333334
December,2019,Region XIII,1036,2,2019-12-01,400.334432,162.31814
January,2020,Region XIII,938,5,2020-01-01,174.81803299999999,188.69808666666665
February,2020,Region XIII,1172,2,2020-02-01,111.996723,118.12084
March,2020,Region XIII,816,1,2020-03-01,176.46885500000002,119.515627
April,2020,Region XIII,288,2,2020-04-01,144.280324,88.31648666666666
May,2020,Region XIII,271,0,2020-05-01,157.97376500000001,71.80923666666666
June,2020,Region XIII,162,0,2020-06-01,307.888528,80.766412
July,2020,Region XIII,122,1,2020-07-01,279.53771,89.31045466666667
August,2020,Region XIII,137,0,2020-08-01,329.9836,85.13732333333333
September,2020,Region XIII,28,31,2020-09-01,203.70165,81.13500733333333
October,2020,Region XIII,10,14,2020-10-01,365.852456,86.41145833333333
November,2020,Region XIII,12,3,2020-11-01,286.514755,103.58451833333334
December,2020,Region XIII,27,0,2020-12-01,597.7131049999999,162.31814
