Month,Year,Region,Dengue_Cases,Dengue_Deaths,Date,Is_Outbreak,rfh,rfh_avg,rfh_lag1,rfh^2,rfh rfh_avg,rfh rfh_lag1,rfh_avg^2,rfh_avg rfh_lag1,rfh_lag1^2
March,2019,Region IV-A,2252,13,2019-03-01,0,-1.2859959299596595,-1.128296648341582,-1.240552593955355,-0.7216217033646455,-0.8783964723357858,-0.7958505578837385,-0.9025713144044288,-0.9357787033346182,-0.7075366953972706
April,2019,Region IV-A,892,3,2019-04-01,0,-1.1960818231284776,-1.332488238673545,-1.2598358318052794,-0.7134650069995091,-0.8729705484556288,-0.7926866208838297,-0.9637655525290337,-0.9491687582320613,-0.708979402455865
May,2019,Region IV-A,909,9,2019-05-01,0,-0.002852223676022433,-0.4941792036911533,-1.1693193716118748,-0.24029063407193055,-0.3878143039389071,-0.6998189670717977,-0.5926797889169722,-0.8743786778507502,-0.700660732719476
June,2019,Region IV-A,2531,8,2019-06-01,0,-0.39328534498585527,0.039580880546333776,0.031903921894434015,-0.46982353894558304,-0.3859594075098356,-0.34702421379160125,-0.1912870261135335,-0.13976317969325272,-0.21809019681825195
July,2019,Region IV-A,6365,21,2019-07-01,1,0.35966615267173313,0.8769986991397408,-0.36114479235884744,0.03789014263945977,0.3815950813892914,-0.23125563616537212,0.6973461001737087,-0.1053677603992815,-0.45218110124852295
August,2019,Region IV-A,15047,39,2019-08-01,1,0.675523867779596,0.6622503092515807,0.3968508844847312,0.33133613964295683,0.4914428877398093,0.3576384930777884,0.4393157993641788,0.4084958920006446,0.06561461514032112
September,2019,Region IV-A,21658,48,2019-09-01,1,0.20109917229153387,0.9784812150327153,0.7148245963297519,-0.09149535063009374,0.3104897706524066,0.2548631139126088,0.8265176357242704,0.8533693542297731,0.3648877798214531
October,2019,Region IV-A,10365,37,2019-10-01,1,-0.33119920513865125,0.9018265503179554,0.2372216308179957,-0.43818241364513144,-0.10850396856969234,-0.25071359003137533,0.728519018743016,0.4041491274642883,-0.06634017868890646
November,2019,Region IV-A,5899,23,2019-11-01,1,0.45135204651332805,0.644041488593436,-0.29864272450654616,0.11817162518553848,0.3337127165809516,-0.1660166484401153,0.4183934271448063,-0.13077570659636353,-0.41991165542396275
December,2019,Region IV-A,4868,21,2019-12-01,1,0.48544927130195037,0.8725146442227444,0.48915100125941474,0.1490498773501344,0.46988513284647776,0.30697597682856353,0.6917457229360946,0.5987394012500807,0.1474903046784262
January,2020,Region IV-A,3175,11,2020-01-01,1,-0.7514301562516957,-0.893802958729149,0.5234766504712753,-0.6164738496893072,-0.7305979627953181,-0.4022771793076781,-0.8091027671444103,-0.39462974222995234,0.17898172844799462
February,2020,Region IV-A,2581,3,2020-02-01,0,-0.9137141398445414,-1.2124679966671672,-0.7216888904422023,-0.6627945252370336,-0.8156046096617048,-0.6949354732448514,-0.9300743305794927,-0.8337824963821932,-0.601743552418108
March,2020,Region IV-A,1504,6,2020-03-01,0,-1.1689849431798842,-1.128296648341582,-0.8850600483016577,-0.7102511627965244,-0.8551052422433334,-0.7614277281036663,-0.9025713144044288,-0.8540631883560441,-0.6489840508501613
April,2020,Region IV-A,151,0,2020-04-01,0,-1.0467082242697703,-1.332488238673545,-1.1420409640107472,-0.6913950702472146,-0.8511560628341885,-0.7721618291228293,-0.9637655525290337,-0.9293029727671223,-0.6973830689065741
May,2020,Region IV-A,77,1,2020-05-01,0,-0.3532161597848172,-0.4941792036911533,-1.018945087847641,-0.44961324265211355,-0.5152347215433536,-0.6756335234217281,-0.5926797889169722,-0.8112245940755685,-0.678152537400346
June,2020,Region IV-A,105,0,2020-06-01,0,0.02804830746515293,0.039580880546333776,-0.32080717532572,-0.21902129160736253,-0.17434285861624643,-0.31916667201953963,-0.1912870261135335,-0.3443373709561564,-0.4315694746028955
July,2020,Region IV-A,212,0,2020-07-01,0,0.33565448292059685,0.8769986991397408,0.06301146214111387,0.01752732885345202,0.36431476825644865,-0.00988893990069204,0.6973461001737087,0.24713568117654258,-0.19639849376195773
August,2020,Region IV-A,291,1,2020-08-01,0,0.45883560746246305,0.6622503092515807,0.3726783555479019,0.12490122500122096,0.3475812773512859,0.22428472483886802,0.4393157993641788,0.3899631421792132,0.04484744235289168
September,2020,Region IV-A,231,4,2020-09-01,0,0.2850784645537132,0.9784812150327153,0.4966846961447915,-0.02446394207583963,0.37313914917994745,0.1948752876586321,0.8265176357242704,0.6654429055947682,0.1543535389853943
October,2020,Region IV-A,325,2,2020-10-01,0,2.835060591638904,0.9018265503179554,0.32176351788130225,3.6117726637503025,2.1905453995791984,1.4496065638154825,0.728519018743016,0.4750386298409548,0.002022320632651729
November,2020,Region IV-A,542,3,2020-11-01,0,1.942300467016669,0.644041488593436,2.8888285072891065,1.986075985724955,1.3165207959674463,3.6247198741516917,0.4183934271448063,2.2956143203570267,3.7104662853393813
December,2020,Region IV-A,527,4,2020-12-01,0,2.1226118650970447,0.8725146442227444,1.9900875963178029,2.283800488049668,1.6461847792774207,2.8852984124202976,0.6917457229360946,1.8441046402731618,2.0524869821204277
January,2016,Region IV-B,203,1,2016-01-01,0,-1.3030008241655913,-1.3613469325949705,-1.2769546453455647,-0.7227309797207638,-0.8895465442061994,-0.7981388138866561,-0.970897870400934,-0.9531736631963488,-0.7101107065083702
February,2016,Region IV-B,219,0,2016-02-01,0,-1.340328154716724,-1.6796517461880114,-1.2769546453455647,-0.7246825599249989,-0.9022394006678964,-0.7996126016064989,-1.024651267407324,-0.965503441806944,-0.7101107065083702
March,2016,Region IV-B,211,1,2016-03-01,0,-1.3470552880431779,-1.5992073674168632,-1.3145320394723996,-0.7249636373844921,-0.9008551820795289,-0.800846105376861,-1.0153804219088707,-0.9657198320649197,-0.7121010406407642
April,2016,Region IV-B,181,2,2016-04-01,0,-1.2536756862871798,-1.3977068437000395,-1.3213042392686223,-0.7191333922812249,-0.8843897929089211,-0.7985992068828831,-0.9793494376008425,-0.9611943598119705,-0.7123876996570128
May,2016,Region IV-B,203,5,2016-05-01,0,-0.381180989611503,-0.1301687523789765,-1.2272990680768252,-0.46379896294797923,-0.42616070199583045,-0.745807350168757,-0.3328718563033964,-0.8792096486048111,-0.7064416791941721
June,2016,Region IV-B,263,0,2016-06-01,0,0.5620676665538079,0.6287775840609465,-0.348959347382271,0.22045691690013863,0.39879512152519886,-0.15919667323486983,0.40097002847707697,-0.17391608485721982,-0.4460368909233659
July,2016,Region IV-B,735,2,2016-07-01,1,0.5296433370382779,1.3104280869179952,0.6006083283393382,0.189896452323679,0.724583753577351,0.39936436029841016,1.281473131520434,0.9546866738872782,0.25180674880901815
August,2016,Region IV-B,778,3,2016-08-01,1,0.9480237416565009,1.4049839946635285,0.5679667814750536,0.6227142180066763,1.13116522401733,0.6322011936971489,1.4201608811898712,0.979281357517023,0.22063942316370116
September,2016,Region IV-B,469,2,2016-09-01,0,0.5755220172851297,0.8473872279435858,0.9891500037188034,0.23328498766298403,0.5215104489967137,0.6657835794657057,0.6605304993716797,0.9955564617643533,0.6620519617188739
October,2016,Region IV-B,388,1,2016-10-01,0,1.2911077159300401,0.3818755009210971,0.6141528125734568,1.0399043593902564,0.7019670815121283,0.8775991252145552,0.1337309577643037,0.40527378555576454,0.26488955577572726
November,2016,Region IV-B,214,1,2016-11-01,0,0.15126519120335452,-0.1689227413464889,1.334532369120405,-0.12968292143347196,-0.1981254077500079,0.5222722041695925,-0.36337398277200317,0.44444429649881567,1.0875265470278193
December,2016,Region IV-B,135,0,2016-12-01,0,0.01991654074761113,-0.4079175364654547,0.18705380149265627,-0.22466264994506646,-0.34703264075711665,-0.0966321000357453,-0.5365134641253367,-0.2635265038740215,-0.10528606748109741
January,2017,Region IV-B,243,0,2017-01-01,0,-0.42762924290673154,-1.3613469325949705,0.054825219021639726,-0.48653695951082143,-0.7682659818007588,-0.35508635204166894,-0.970897870400934,-0.7400952553381976,-0.20215187659922582
February,2017,Region IV-B,255,0,2017-02-01,0,-1.2857107094615021,-1.6796517461880114,-0.3957187672177433,-0.7216019222369779,-0.8991857529234005,-0.7582378478160908,-1.024651267407324,-0.9086066255645506,-0.469226412195961
March,2017,Region IV-B,147,0,2017-03-01,0,-1.2181797666305434,-1.5992073674168632,-1.2595487005554937,-0.7158268413823154,-0.8909582395808824,-0.7936560077201247,-1.0153804219088707,-0.9608437617400124,-0.7089592285201546
April,2017,Region IV-B,69,1,2017-04-01,0,-1.0366407654940581,-1.3977068437000395,-1.1915653538481925,-0.6895250183396536,-0.8563688872576021,-0.777322762046736,-0.9793494376008425,-0.9418510426431729,-0.7030694677419774
May,2017,Region IV-B,94,0,2017-05-01,0,-0.33026959538533657,-0.1301687523789765,-1.008810185065017,-0.43769469179389686,-0.40283391740120417,-0.6695081373351757,-0.3328718563033964,-0.7636044211272863,-0.6762453505305005
June,2017,Region IV-B,232,0,2017-06-01,0,0.4695676802325005,0.6287775840609465,-0.29770688710353116,0.13459864709528557,0.338187246969029,-0.15930802270759117,0.40097002847707697,-0.13513585820434487,-0.4194142485300416
July,2017,Region IV-B,393,1,2017-07-01,0,1.7081903314189697,1.3104280869179952,0.5074886653095604,1.6226451437354503,1.7053579996720567,1.0327657219542743,1.281473131520434,0.865197235186071,0.1642435297468115
August,2017,Region IV-B,412,1,2017-08-01,0,0.7152776166406685,1.4049839946635285,1.7544091080747006,0.3716386345252351,0.931762823415889,1.2700817491921546,1.4201608811898712,2.1531048440006355,1.6818392331799938
September,2017,Region IV-B,286,2,2017-09-01,0,0.8199412271508008,0.8473872279435858,0.7548446638490566,0.48134964736459424,0.6955309228024938,0.683498964045368,0.6605304993716797,0.8029124840328112,0.4059905902572036
October,2017,Region IV-B,247,5,2017-10-01,0,1.1193169537006602,0.3818755009210971,0.860209437724038,0.8239930539819766,0.6004181173558611,0.9633282854738037,0.1337309577643037,0.5732388627454277,0.5178802133840648
November,2017,Region IV-B,203,1,2017-11-01,0,0.18808058704610336,-0.1689227413464889,1.1615907447307416,-0.10158567366688834,-0.18162759239737644,0.46752076247821706,-0.36337398277200317,0.35494806721515093,0.8673277359355
December,2017,Region IV-B,189,1,2017-12-01,0,0.8553579009617397,-0.4079175364654547,0.2241158313536808,0.5196567693707378,-0.024489378129171627,0.33601758476242566,-0.5365134641253367,-0.24700272235896903,-0.07663087250893652
January,2018,Region IV-B,214,1,2018-01-01,0,-0.5441176351287108,-1.3613469325949705,0.8958633752225185,-0.539038111120851,-0.7844051597508473,-0.17906548388909915,-0.970897870400934,-0.6055331733710037,0.5569480273930192
February,2018,Region IV-B,277,2,2018-02-01,0,-1.272645784721439,-1.6796517461880114,-0.5129875394844977,-0.7206542478872672,-0.8984552962391291,-0.7598907589276803,-1.024651267407324,-0.9161780601284811,-0.5227701168372965
March,2018,Region IV-B,203,2,2018-03-01,0,-1.2540938806780078,-1.5992073674168632,-1.2463962511586029,-0.7191687685924237,-0.8937162491526113,-0.7945526183707441,-1.0153804219088707,-0.9596773671654496,-0.7079927355210298
April,2018,Region IV-B,198,2,2018-04-01,0,-1.1640598172329515,-1.3977068437000395,-1.2277200640391337,-0.7096294246277602,-0.8728196833502704,-0.7886315976496463,-0.9793494376008425,-0.9472415007475647,-0.706477757998161
May,2018,Region IV-B,238,1,2018-05-01,0,-0.2883277122611085,-0.1301687523789765,-1.1370828436174694,-0.41526121488633494,-0.3836168189892928,-0.7092202481373863,-0.3328718563033964,-0.8314751048283957,-0.6967489844369641
June,2018,Region IV-B,471,2,2018-06-01,0,0.7795279478056792,0.6287775840609465,-0.25548402655308816,0.4383685552567277,0.5412795258069629,-0.025788107517598854,0.40097002847707697,-0.10318788744989264,-0.39653529397798093
July,2018,Region IV-B,1650,6,2018-07-01,1,1.4027363952113694,1.3104280869179952,0.8195254213883607,1.1877430647240927,1.451162489922278,1.124383664588163,1.281473131520434,1.165069391582383,0.4740456148960195
August,2018,Region IV-B,1489,17,2018-08-01,1,0.5357431354457687,1.4049839946635285,1.4469088722155419,0.19560734045719744,0.7779488489036944,0.9118352317177273,1.4201608811898712,1.8488751390597982,1.2383009915914345
September,2018,Region IV-B,1582,12,2018-09-01,1,0.4246047626708947,0.8473872279435858,0.5741074437047979,0.09433732867801815,0.4140610706607381,0.3199194534947568,0.6605304993716797,0.6543117861908961,0.22646371649981925
October,2018,Region IV-B,637,3,2018-10-01,1,-0.5047641965329996,0.3818755009210971,0.46222453178170536,-0.5220250795082977,-0.359608815243321,-0.27416765156788986,0.1337309577643037,0.30156332705921923,0.12318271344667717
November,2018,Region IV-B,470,1,2018-11-01,0,-0.4469958907142071,-0.1689227413464889,-0.4733704639925467,-0.4957137912178665,-0.4662197915317171,-0.5226177046509558,-0.36337398277200317,-0.49113432458723943,-0.505419245251039
December,2018,Region IV-B,590,2,2018-12-01,0,-0.4283214216857889,-0.4079175364654547,-0.4152151562397284,-0.4868680273659617,-0.5200862405931547,-0.49946914865915615,-0.5365134641253367,-0.5320428454825477,-0.4785854748335775
January,2019,Region IV-B,435,3,2019-01-01,0,-1.214596279939718,-1.3613469325949705,-0.3964155830468645,-0.7154596507310637,-0.8772983137718828,-0.7363252930192352,-0.970897870400934,-0.8122916252022799,-0.4695640543030055
February,2019,Region IV-B,710,2,2019-02-01,1,-1.3860625984439385,-1.6796517461880114,-1.1879578606323316,-0.7261682614225522,-0.9047964020120782,-0.8001868603171408,-1.024651267407324,-0.9597573824014299,-0.7026949855225451
March,2019,Region IV-B,799,2,2019-03-01,1,-1.371267219641905,-1.5992073674168632,-1.3605728677806253,-0.7257967320212492,-0.9027145273779003,-0.8023692689973637,-1.0153804219088707,-0.9698028565059631,-0.7136162447787815
April,2019,Region IV-B,364,2,2019-04-01,0,-1.3219781339407646,-1.3977068437000395,-1.3456783716489442,-0.723806168410716,-0.8932081730777032,-0.8011848918610952,-0.9793494376008425,-0.9648284019252427,-0.7132373376516253
May,2019,Region IV-B,248,0,2019-05-01,0,-0.42762925584187217,-0.1301687523789765,-1.2960590880785339,-0.4865369656998097,-0.447442552898134,-0.7694365011779641,-0.3328718563033964,-0.9155914436146153,-0.711207245991468
June,2019,Region IV-B,941,1,2019-06-01,1,0.29720009480840764,0.6287775840609465,-0.3957187802395391,-0.014510931538155067,0.22524849518753953,-0.26946676147731624,0.40097002847707697,-0.20929665770197242,-0.46922641850784846
July,2019,Region IV-B,1628,2,2019-07-01,1,0.5815929703289638,1.3104280869179952,0.33396635346624864,0.23910159981703696,0.7678156846488334,0.26720191430458634,1.281473131520434,0.6984396054464941,0.012172975240770361
August,2019,Region IV-B,2125,4,2019-08-01,1,1.5097216629740486,1.4049839946635285,0.6202644361984346,1.3350066918902503,1.6123930593505256,1.0180613961343743,1.4201608811898712,1.0310227814581716,0.27082167257010087
September,2019,Region IV-B,1995,4,2019-09-01,1,0.24137850825519244,0.8473872279435858,1.5546108566094183,-0.05976433706248885,0.2836084780654077,0.7102415661493092,0.6605304993716797,1.4604738555073875,1.3884889382476402
October,2019,Region IV-B,710,4,2019-10-01,1,-0.20291541337681862,0.3818755009210971,0.27777080645755037,-0.36698405325904415,-0.18117994710423058,-0.17106744444004884,0.1337309577643037,0.17565009796801934,-0.033979059621387246
November,2019,Region IV-B,616,2,2019-11-01,0,-0.301551293615609,-0.1689227413464889,-0.16949953285731303,-0.42242463291328547,-0.4010427629532465,-0.37624622796261314,-0.36337398277200317,-0.3338829825722918,-0.3472994581187184
December,2019,Region IV-B,413,0,2019-12-01,0,-0.5395102609119209,-0.4079175364654547,-0.2687961954381801,-0.5370844364513453,-0.5630135035701979,-0.49323523331273644,-0.5365134641253367,-0.46676323378782736,-0.40384096113565493
January,2020,Region IV-B,320,0,2020-01-01,0,-1.203269012841455,-1.3613469325949705,-0.5083492995065018,-0.7142587185834117,-0.8757289489974195,-0.7406315316185885,-0.970897870400934,-0.8302004844116793,-0.5207776466483324
February,2020,Region IV-B,607,2,2020-02-01,0,-1.2986098037581217,-1.6796517461880114,-1.1765547098083449,-0.7224577427767146,-0.8999069380689315,-0.7938930304319127,-1.024651267407324,-0.9590211402747533,-0.7014702056037008
March,2020,Region IV-B,537,2,2020-03-01,0,-1.339131253863711,-1.5992073674168632,-1.2725342085762,-0.724630289689747,-0.9002466591438163,-0.7994407813221583,-1.0153804219088707,-0.9619953515044918,-0.7098320437023056
April,2020,Region IV-B,77,0,2020-04-01,0,-1.1831524922938244,-1.3977068437000395,-1.3133271203308392,-0.7119751743405353,-0.8752846970197616,-0.7961655194891671,-0.9793494376008425,-0.9600050175326167,-0.7120477324379528
May,2020,Region IV-B,111,0,2020-05-01,0,-0.7182228756075757,-0.1301687523789765,-1.1563034244922579,-0.6054482224398541,-0.5805878905161589,-0.7487575213400902,-0.3328718563033964,-0.8416449569217856,-0.6991413153846024
June,2020,Region IV-B,196,0,2020-06-01,0,0.7166908454327203,0.6287775840609465,-0.6882591472963547,0.3730852376102079,0.5001073768202098,-0.3319652660665409,0.40097002847707697,-0.43064762657018285,-0.590498981378691
July,2020,Region IV-B,467,0,2020-07-01,0,0.8210876880695939,1.3104280869179952,0.7562673601556563,0.48258030947984126,0.967120635877496,0.68523533657924,1.281473131520434,1.1042774147983705,0.40746591957741285
August,2020,Region IV-B,1048,3,2020-08-01,1,0.5544969033539605,1.4049839946635285,0.861363579023735,0.2132765005160473,0.7940159105613757,0.5728459486834312,1.4201608811898712,1.2695576264097228,0.5191353136397986
