Month,Year,Region,Dengue_Cases,Dengue_Deaths,Date,Is_Outbreak,rfh,rfh_avg,rfh_lag1,rfh^2,rfh rfh_avg,rfh rfh_lag1,rfh_avg^2,rfh_avg rfh_lag1,rfh_lag1^2
July,2019,Region IX,7024,20,2019-07-01,1,1.1224568297427882,1.0257786666089677,0.26466134135770075,0.8278131209710775,1.029190487641952,0.5007274140142811,0.888306529570034,0.48924840506960177,-0.04452762350823122
August,2019,Region IX,4233,20,2019-08-01,1,-0.26624835849643214,0.6981548904079279,1.1647516554576103,-0.40311470535448884,-0.12294916418804501,0.11214397672760806,0.481009080322446,1.024909505803739,0.8712236607352802
September,2019,Region IX,3304,4,2019-09-01,1,-0.5644828628594631,0.3215977898834047,-0.2332567585906894,-0.5475524053524281,-0.40847538071730205,-0.4925003283702664,0.072662935013962,-0.19438784966938538,-0.3841475824925801
October,2019,Region IX,1773,7,2019-10-01,1,0.5972818407378236,0.8712203835803818,-0.5334891981250192,0.25421455776045976,0.5495550735207154,-0.2622152799252166,0.6901309373962866,-0.2501097835522826,-0.531453485517497
November,2019,Region IX,1507,3,2019-11-01,1,-0.5488209040107324,0.2290628647531053,0.6360584096236431,-0.5410220109077659,-0.420663878120438,-0.2524409486474011,-0.017897081092281455,0.3266641156811626,0.2862347393612866
December,2019,Region IX,972,2,2019-12-01,1,-0.5859409224158612,-0.11165505550715835,-0.517722316546096,-0.5563096874779916,-0.5159150001303552,-0.5736821822365374,-0.31806122590180386,-0.4988323211266499,-0.5247934123455096
January,2020,Region IX,577,3,2020-01-01,0,-1.1580879603016605,-0.8127947573998829,-0.5550910096996053,-0.7088600387580136,-0.8305538540033509,-0.7321387276783412,-0.7710506989357079,-0.6977123062878682,-0.5403846672766118
February,2020,Region IX,593,3,2020-02-01,0,-1.0614169667334947,-1.0325301237259228,-1.1310709799705687,-0.6940403906516466,-0.82449628653547,-0.7721088781490512,-0.8673943988230017,-0.9027145020259835,-0.6959643203200524
March,2020,Region IX,433,1,2020-03-01,0,-0.8085925128195667,-0.6798714546648339,-1.033752367246106,-0.6342219102871438,-0.7108683139293182,-0.7323352267208588,-0.7022011409176077,-0.8381758503067624,-0.6808503878297744
April,2020,Region IX,115,2,2020-04-01,0,-1.158814190838487,-0.7323094296994502,-0.7792341895636359,-0.7089545108627685,-0.8250632841836085,-0.7509947178315232,-0.7303137135772242,-0.7553091004981335,-0.6198440489875118
May,2020,Region IX,164,1,2020-05-01,0,0.23015137531450963,0.015564887560916844,-1.1318020756772893,-0.06868652264604952,-0.08319517045414415,-0.6639064082332513,-0.21210739755388436,-0.8166938524946573,-0.6960606684251647
June,2020,Region IX,124,1,2020-06-01,0,1.2710327398204024,0.8592814190466276,0.26646846061075885,1.0139476534124292,1.0250418010014826,0.5780805013191573,0.6752708977842437,0.4073380149199545,-0.04307841944476474
July,2020,Region IX,168,0,2020-07-01,0,1.2157843869603688,1.0257786666089677,1.3143229065571689,0.943504064942655,1.099959759623417,1.3974885424830341,0.888306529570034,1.4084110458733137,1.0610544001183166
August,2020,Region IX,213,1,2020-08-01,0,0.8955164485819799,0.6981548904079279,1.2587044334537678,0.56381614143938,0.6591880619427972,1.0916847473576015,0.481009080322446,1.097953179200556,0.9892119627767934
September,2020,Region IX,107,3,2020-09-01,0,0.10695236147312037,0.3215977898834047,0.9362909533323397,-0.16264529669583308,-0.02208398056187876,0.2979504366814078,0.072662935013962,0.5828420762502885,0.6019843037923072
October,2020,Region IX,79,0,2020-10-01,0,1.880560199895388,0.8712203835803818,0.14244411087019607,1.8876943302753626,1.4711580606531511,0.7641098664662024,0.6901309373962866,0.31046697923492117,-0.13890300027591182
November,2020,Region IX,60,0,2020-11-01,0,0.44071735594969735,0.2290628647531053,1.9279337182649816,0.10865429392435957,0.12501411263903522,1.1041715288793466,-0.017897081092281455,1.1493474208707657,1.9521516915605863
December,2020,Region IX,51,1,2020-12-01,0,0.6724125913334519,-0.11165505550715835,0.4784450666847722,0.32821370335288075,0.06669067564333168,0.4083800944068726,-0.31806122590180386,0.03378170921614072,0.13778398094275862
January,2016,Region V,237,0,2016-01-01,0,-0.670901493850694,0.30937051613910943,-0.6406207497294867,-0.5888280958505021,-0.47213016449789336,-0.6253082739680114,0.06047522827520493,-0.46791035569395417,-0.5735488170125466
February,2016,Region V,161,0,2016-02-01,0,-0.9383689835943706,-0.5189035256907546,-0.6406207497294867,-0.6687332245412242,-0.7312075464670914,-0.6878796895534842,-0.6081595023061691,-0.6580107863828992,-0.5735488170125466
March,2016,Region V,118,2,2016-03-01,0,-0.8937092851323838,-0.5120546415509671,-0.9098800599939955,-0.6577629439128524,-0.7142964011024848,-0.7216701030207227,-0.6038990697131558,-0.7680791882994572,-0.6550406791667969
April,2016,Region V,94,1,2016-04-01,0,-1.1427441994454253,-1.004046275967992,-0.8649211768937743,-0.7068052669949911,-0.8405724585682004,-0.7554729937896435,-0.8561337849797358,-0.8292722432300844,-0.6438525538060211
May,2016,Region V,96,0,2016-05-01,0,-0.8044902972377295,-0.3767280728118272,-1.1156244280588847,-0.6330001129073604,-0.6602398985107072,-0.7475517971839766,-0.5153795930828381,-0.8415974631107294,-0.6938687454800595
June,2016,Region V,106,0,2016-06-01,0,-0.2540777493316548,-0.24526079870846607,-0.7751044923836895,-0.3963199380497369,-0.4031007231217373,-0.5761783912291033,-0.4214765357645875,-0.6617225800588009,-0.6185979895006531
July,2016,Region V,248,2,2016-07-01,0,0.1732279799480355,0.65332726466768,-0.221004615975722,-0.11299882729873166,0.15424624932982398,-0.22207730038052745,0.429044325633776,-0.06837605474764477,-0.3772178866189616
August,2016,Region V,346,1,2016-08-01,0,-0.4098681564976787,-0.03968577606906288,0.2091637235416694,-0.477963746016954,-0.4153091992707727,-0.2989795193011164,-0.2590188647013578,-0.07533937277075743,-0.08827066532012626
September,2016,Region V,378,7,2016-09-01,0,-0.08906548587226179,0.6392796633143947,-0.377838695584989,-0.29722610903327196,-0.02418081586337796,-0.38140364357034295,0.4129466371057575,-0.19252990152994362,-0.46048295425141084
October,2016,Region V,319,3,2016-10-01,0,2.6365806243486225,1.2693642725121257,-0.05488690093363817,3.217500669540356,2.434586700355496,0.8765812053131974,1.2224993195918983,0.3081097582608237,-0.2761562803508242
November,2016,Region V,242,0,2016-11-01,0,1.4912631073134115,1.130707877884046,2.6890188812851417,1.3092092889613574,1.3884685891406077,2.8542768012621367,1.0289862632461444,2.741026942063474,3.308364949293739
December,2016,Region V,187,0,2016-12-01,0,1.8861415578655032,2.1117599461033385,1.5360286432330366,1.8965133841705168,2.543618066639908,2.1795546447606595,2.5845018923042664,2.5604880624816726,1.362179257781997
January,2017,Region V,232,1,2017-01-01,0,1.5056255113861496,0.30937051613910943,1.9335524669166877,1.3292679492751058,0.7734884632158028,2.194212664569829,0.06047522827520493,1.2333353473472952,1.961145871735635
February,2017,Region V,178,1,2017-02-01,0,-0.7751632160083054,-0.5189035256907546,1.5504872640473708,-0.6240317105738357,-0.6729004438348746,-0.2103336864806518,-0.6081595023061691,0.24596747286118303,1.3826362373034715
March,2017,Region V,111,0,2017-03-01,0,-0.36334622464129024,-0.5120546415509671,-0.7455809429180198,-0.454794982458604,-0.5238751749107795,-0.587614506246678,-0.6038990697131558,-0.699957475556341,-0.6094514951681521
April,2017,Region V,130,1,2017-04-01,0,-0.7349081528360824,-1.004046275967992,-0.3310051036003026,-0.6110538474830587,-0.7462361769151633,-0.5743884717211069,-0.8561337849797358,-0.6866542304171719,-0.43685411193405027
May,2017,Region V,66,1,2017-05-01,0,-0.3118063572037831,-0.3767280728118272,-0.7050562026783951,-0.42792257119888244,-0.46603736735020956,-0.5633460851828251,-0.5153795930828381,-0.6547100487980708,-0.5962159213397962
June,2017,Region V,163,1,2017-06-01,0,-0.49660049295318553,-0.24526079870846607,-0.27911995983704835,-0.5184033400311573,-0.5069741746973198,-0.48127021107790424,-0.4214765357645875,-0.41640511804028313,-0.4094480759259533
July,2017,Region V,373,1,2017-07-01,0,1.0271033384582715,0.65332726466768,-0.4651520700590962,0.7138989693433567,0.7191649863463815,-0.09625094169519637,0.429044325633776,-0.2549074498538327,-0.5017255862949025
August,2017,Region V,435,2,2017-08-01,1,-0.036577828341252006,-0.03968577606906288,1.0687593712394912,-0.2629850316243548,-0.2355045773298508,0.2516689075966569,-0.2590188647013578,0.4028022610496098,0.7550474340778486
September,2017,Region V,367,2,2017-09-01,0,1.0757215198061867,0.6392796633143947,-0.002047617633288716,0.7714391648853749,0.7421871776756608,0.2725300948111301,0.4129466371057575,0.09299602281605407,-0.2412352533036018
October,2017,Region V,508,5,2017-10-01,1,1.586180134614442,1.2693642725121257,1.1177032559284301,1.44359364556679,1.5716528447378761,1.5241097774191343,1.2224993195918983,1.4205509878783509,0.8137302465614883
November,2017,Region V,323,6,2017-11-01,0,1.1553061691747564,1.130707877884046,1.6315815395043758,0.8680603870481391,1.1245641082128461,1.5979884640586013,1.0289862632461444,1.7817896988175326,1.4992321809624969
December,2017,Region V,339,3,2017-12-01,0,3.1350292844390113,2.1117599461033385,1.1978210594684415,4.243285009017248,3.8427482903573993,2.83048553630961,2.5845018923042664,2.1542123408409637,0.9122701456478084
January,2018,Region V,297,3,2018-01-01,0,2.5340250084377303,0.30937051613910943,3.190806752950691,3.0211367545275234,1.362037820598782,4.767292267856043,0.06047522827520493,2.064242311149933,4.354519024286745
February,2018,Region V,168,2,2018-02-01,0,0.36106627816630343,-0.5189035256907546,2.585776223905053,0.03908598287457401,-0.26696963201075247,1.3833462917731285,-0.6081595023061691,0.6730932493460998,3.108101695151046
March,2018,Region V,157,0,2018-03-01,0,-0.7106436075527488,-0.5120546415509671,0.3982603897121256,-0.6028580399880222,-0.6485686131112718,-0.40580374786079493,-0.6038990697131558,-0.22569789296161724,0.06683420203286748
April,2018,Region V,173,1,2018-04-01,0,-0.7201999859861172,-1.004046275967992,-0.6806291041434158,-0.6061193881366261,-0.7428340407330047,-0.6455357254623584,-0.8561337849797358,-0.7800447138345011,-0.5878573638157429
May,2018,Region V,136,1,2018-05-01,0,-0.646570054487473,-0.3767280728118272,-0.6902495027498459,-0.579866916422799,-0.5979920589292771,-0.6315180851173179,-0.5153795930828381,-0.6479701559055179,-0.5911834748941913
June,2018,Region V,235,7,2018-06-01,0,-0.14834412458398907,-0.24526079870846607,-0.6161263089772214,-0.3343182508623819,-0.357814592896867,-0.493457481344742,-0.4214765357645875,-0.5830908447719314,-0.5644096890162899
July,2018,Region V,408,3,2018-07-01,1,-0.11056458862995203,0.65332726466768,-0.11456265961457164,-0.3108722320012516,-0.03350918572040729,-0.28189692235882235,0.429044325633776,0.012946794562498377,-0.31398498744975534
August,2018,Region V,355,3,2018-08-01,0,-0.43938481514851435,-0.03968577606906288,-0.07653003066648574,-0.4921286298892145,-0.4295266360736056,-0.40015284136362295,-0.2590188647013578,-0.23425371671283177,-0.29007338417216705
September,2018,Region V,397,6,2018-09-01,1,0.872060000340666,0.6392796633143947,-0.4075530924907716,0.5379294500641995,0.6081887133444145,-0.10029170343068251,0.4129466371057575,-0.215106889491318,-0.4749291203844646
October,2018,Region V,320,3,2018-10-01,0,-0.38060794347786064,1.2693642725121257,0.9126773654500739,-0.4635120150801592,-0.04411945925301772,-0.05864164284667707,1.2224993195918983,1.226042060464593,0.575583561815644
November,2018,Region V,355,3,2018-11-01,0,0.14502715494770452,1.130707877884046,-0.34838246229301345,-0.1343797338104823,0.33095895060254704,-0.29365170133243607,1.0289862632461444,-0.014302736893041151,-0.4457442449258811
December,2018,Region V,547,4,2018-12-01,1,2.9604497382226795,2.1117599461033385,0.1807739753305646,3.8705320302431003,3.6611454447959475,1.3265959545330814,2.5845018923042664,0.9324729184089157,-0.11007614783092289
January,2019,Region V,342,2,2019-01-01,0,-0.45891014479395165,0.30937051613910943,3.015057661928268,-0.5012704980586216,-0.35080827294134903,0.5106282898446074,0.06047522827520493,1.9480914694032174,3.974364022203931
February,2019,Region V,387,9,2019-02-01,0,-1.2113673583893343,-0.5189035256907546,-0.4272092263934599,-0.7151235486131431,-0.8287392972932635,-0.7373989757605727,-0.6081595023061691,-0.5699642929398898,-0.48425252518839373
March,2019,Region V,436,7,2019-03-01,1,-1.2589374440955525,-0.5120546415509671,-1.184707307862768,-0.7195724256561178,-0.845427694079616,-0.791538979890528,-0.6038990697131558,-0.8820280832569408,-0.7023522091837527
April,2019,Region V,223,2,2019-04-01,0,-1.0802875299071855,-1.004046275967992,-1.2325960754986212,-0.697283170511472,-0.8261256483422427,-0.7845867216176221,-0.8561337849797358,-0.9274844267980998,-0.7068894307697483
May,2019,Region V,205,3,2019-05-01,0,-0.4409682121834279,-0.3767280728118272,-1.0527493482598367,-0.4928767564396394,-0.5169494371950352,-0.6962478709484214,-0.5153795930828381,-0.8129772232530139,-0.6841575618956132
June,2019,Region V,547,9,2019-06-01,1,-0.2520148207624504,-0.24526079870846607,-0.4091470970327975,-0.3951612207194035,-0.40221716264556384,-0.4438927514581119,-0.4214765357645875,-0.480717460859956,-0.47569210302049963
July,2019,Region V,1371,10,2019-07-01,1,0.3158490622070286,0.65332726466768,-0.21892786741760287,0.0009384158921384274,0.24860348877780958,-0.16931526951570852,0.429044325633776,-0.0667893955408753,-0.3760361598073479
August,2019,Region V,2281,12,2019-08-01,1,0.3250597813442949,-0.03968577606906288,0.3527402541885763,0.008630005283365445,-0.06131277865597742,0.1408633355080853,-0.2590188647013578,0.004523661814900357,0.027929111446189953
September,2019,Region V,2846,16,2019-09-01,1,-0.3015474583464051,0.6392796633143947,0.36201267785515795,-0.4224225673732613,-0.16398266986275198,-0.19273780271977672,0.4129466371057575,0.36960890291315995,0.03577343824582559
October,2019,Region V,1292,7,2019-10-01,1,-0.037503311784698484,1.2693642725121257,-0.2687923344757076,-0.26360015792269165,0.23775074701675525,-0.3187529213123606,1.2224993195918983,0.10517677087484748,-0.40383885457872065
November,2019,Region V,648,4,2019-11-01,1,0.293234795103355,1.130707877884046,-0.0029793010834247837,-0.017774528149192392,0.4473805984527336,-0.06371189605152765,1.0289862632461444,0.2990241743820586,-0.24186259460613
December,2019,Region V,563,7,2019-12-01,1,0.9490352502528607,2.1117599461033385,0.3299744893911128,0.6238617424637075,1.568812164434392,0.4596909560087248,2.5845018923042664,1.1117017394908975,0.008844571050557064
January,2020,Region V,404,2,2020-01-01,1,-0.2795465432746492,0.30937051613910943,0.9901682886223012,-0.41045826509856853,-0.24815912471176024,0.04024686915891949,0.06047522827520493,0.6098620436620656,0.6632222733922706
February,2020,Region V,394,3,2020-02-01,1,-0.902775033680781,-0.5189035256907546,-0.24664403068339935,-0.6600667800836506,-0.7184912060987693,-0.6159156719339476,-0.6081595023061691,-0.49546910134196864,-0.3916369685706921
March,2020,Region V,335,5,2020-03-01,0,-0.6892559798372068,-0.5120546415509671,-0.874047658783264,-0.5954012461143043,-0.6408896124449092,-0.6825374042883717,-0.6038990697131558,-0.7532223553132836,-0.6462021389044112
April,2020,Region V,86,3,2020-04-01,0,-0.9524192174501577,-1.004046275967992,-0.659098196247283,-0.6719879375221072,-0.7965485149850257,-0.6938708605374135,-0.8561337849797358,-0.7742934442028103,-0.5802524950366476
May,2020,Region V,74,0,2020-05-01,0,-0.27448402026369945,-0.3767280728118272,-0.924024419297961,-0.4076725623145016,-0.4513259231288092,-0.6327604937267896,-0.5153795930828381,-0.7543826520122148,-0.658360023318239
June,2020,Region V,55,1,2020-06-01,0,-0.27154019568087967,-0.24526079870846607,-0.24154759277450485,-0.4060470764000896,-0.4105799580510521,-0.39044031540272356,-0.4214765357645875,-0.39782155922951606,-0.3887959480880075
July,2020,Region V,47,1,2020-07-01,0,-0.005600307242909423,0.65332726466768,-0.23858404689657634,-0.24216014536091957,0.03593454360382736,-0.2945029350004139,0.429044325633776,-0.08180693727374329,-0.3871381837336861
August,2020,Region V,83,4,2020-08-01,0,0.4146021477552763,-0.03968577606906288,0.029137428342345357,0.08551169134931011,-0.018182458565082073,0.006447235986618344,-0.2590188647013578,-0.17547723078314711,-0.21999683233407458
September,2020,Region V,60,0,2020-09-01,0,0.2733414671739082,0.6392796633143947,0.4521549072617237,-0.03403438862578237,0.2142637135626845,0.1648532199189976,0.4129466371057575,0.4380989360299832,0.11418181910611162
October,2020,Region V,53,0,2020-10-01,0,3.4694696743496487,1.2693642725121257,0.30994789190712774,4.9979397207736795,3.1188287263668957,1.7669015528406824,1.2224993195918983,0.6542300656674108,-0.007738173140173029
November,2020,Region V,61,1,2020-11-01,0,1.8481502348535535,1.130707877884046,3.527487628814261,1.836777109286931,1.6688143759104872,4.141199343354541,1.0289862632461444,3.5016303538677636,5.124159456036043
December,2020,Region V,69,1,2020-12-01,0,2.3069127839333454,2.1117599461033385,1.895306632104999,2.604128859236968,2.9813168328493975,2.9683014484252355,2.5845018923042664,2.9920748488388256,1.900223370787497
January,2016,Region VI,971,1,2016-01-01,0,-1.0701050803180956,-0.9532891472160373,-1.0424986843163833,-0.695554470391126,-0.8190101492356682,-0.7630616695803673,-0.8351609818815376,-0.8711722708537326,-0.6823945337368258
February,2016,Region VI,674,2,2016-02-01,0,-1.2085091515024973,-1.264101625773617,-1.0424986843163833,-0.7148218877895299,-0.8708291505140998,-0.7784425514576305,-0.9453646711765604,-0.9050594087357892,-0.6823945337368258
March,2016,Region VI,596,1,2016-03-01,0,-1.2870857433702336,-1.1581961285912004,-1.1818299532516316,-0.7216969289052524,-0.8797331902185269,-0.7933170071641379,-0.9127068373578563,-0.9242912744659747,-0.7020445580647566
April,2016,Region VI,560,1,2016-04-01,0,-1.2091627382894161,-1.29689908925476,-1.2609329461032803,-0.7148912120712482,-0.8728280282030108,-0.7933460126143191,-0.9544526976442244,-0.9478042605892236,-0.7090561218039977
May,2016,Region VI,782,3,2016-05-01,0,-0.060452036352668034,-0.06930722748804191,-1.1824879185528068,-0.27872253425027466,-0.2575467099616746,-0.709504470584892,-0.2836026156928418,-0.8514182716188621,-0.7021152589684696
June,2016,Region VI,1137,4,2016-06-01,0,0.8966703278039375,1.1389940141627908,-0.026081763945522033,0.5650963385853248,0.9264058194596777,0.17860411923710107,1.040307086371918,0.2814956010837762,-0.25728526680908687
July,2016,Region VI,4993,17,2016-07-01,1,0.9557174857061076,1.8954482464414095,0.937452562631962,0.6314547806138274,1.4417095323542304,0.9063686231347038,2.2042305104959494,1.6894538912061008,0.6032899227313794
August,2016,Region VI,7155,22,2016-08-01,1,0.16872237941790397,1.3099369215493102,0.9968952897650966,-0.11644026656112093,0.42402514667536095,0.3718005795133447,1.2807632512129443,1.3351707203069303,0.6709660919481049
September,2016,Region VI,5039,16,2016-09-01,1,0.7606269262562928,0.6994498097283213,0.20462793905349386,0.41853379521939055,0.5691130281322523,0.27576919112599385,0.4825236330202081,0.2790857930016634,-0.09178044371080187
October,2016,Region VI,2562,12,2016-10-01,1,1.4808588562805152,0.6895791108871876,0.8004977779519206,1.2947400368841067,1.0467754801349411,1.160584931793704,0.47099783399671047,0.7360464888750853,0.4538169817993683
November,2016,Region VI,1058,5,2016-11-01,0,0.44832045700117745,0.014860810771995546,1.5255546919516259,0.11545306314309253,0.024677273878615538,0.8807888010199253,-0.21271386418411958,0.7048339618417149,1.3474226793861557
December,2016,Region VI,643,3,2016-12-01,0,0.00035091167146947337,-0.21806944400121916,0.48609910249658167,-0.23810700921232417,-0.2840210577285808,0.024677807972064793,-0.4010819052917159,-0.02249631833695483,0.144717758199235
January,2017,Region VI,727,5,2017-01-01,0,0.2230967500970013,-0.9532891472160373,0.035128515713952334,-0.07426208287563636,-0.5028393597731131,-0.07452032517098602,-0.8351609818815376,-0.5669211285674134,-0.21586321015329837
February,2017,Region VI,454,5,2017-02-01,0,-1.0964826390352425,-1.264101625773617,0.25936657498697224,-0.6999308363714222,-0.8524798589973193,-0.6327731244605665,-0.9453646711765604,-0.658811380360767,-0.04876469757367999
March,2017,Region VI,336,2,2017-03-01,0,-0.8462861943645469,-1.1581961285912004,-1.0690529518030487,-0.6450730357323002,-0.795412998361804,-0.742936190472315,-0.9127068373578563,-0.8993786645717196,-0.6868578043559527
April,2017,Region VI,310,6,2017-04-01,0,-0.7100867820854855,-1.29689908925476,-0.8171803889460653,-0.6026666674642969,-0.795331831365363,-0.6733905953613525,-0.9544526976442244,-0.8682317884712772,-0.6309106530151183
May,2017,Region VI,346,3,2017-05-01,0,-0.02475844705062766,-0.06930722748804191,-0.6800685483861657,-0.2550933285857163,-0.2406284934573364,-0.49110558146320293,-0.2836026156928418,-0.5764142970948404,-0.5876621910705253
June,2017,Region VI,630,5,2017-06-01,0,1.201816731042511,1.1389940141627908,0.009850944158713104,0.9259252434309955,1.1667641210795885,0.33620967389361117,1.040307086371918,0.3141806440712055,-0.23318683905629858
July,2017,Region VI,1577,12,2017-07-01,0,1.404194179095401,1.8954482464414095,1.2446432052945677,1.189713016191103,1.883042578887122,1.4937450754623243,2.2042305104959494,2.038548218741391,0.9712840659955112
August,2017,Region VI,2291,10,2017-08-01,1,0.8562358542308566,1.3099369215493102,1.4483764220979787,0.520613969629623,0.9960788632654615,1.1922888222283081,1.2807632512129443,1.7689845993806645,1.240310061797948
September,2017,Region VI,686,648,2017-09-01,0,1.4069937962626495,0.6994498097283213,0.89674721008377,1.1934990721258123,1.0044851772126782,1.1942590387780083,0.4825236330202081,0.8174432546149619,0.5579242354641307
October,2017,Region VI,488,668,2017-10-01,0,1.4424533241945725,0.6895791108871876,1.4511947944847703,1.241776037434688,1.0210051547862797,1.7061316979436487,0.47099783399671047,1.240258480586577,1.2441713001614305
November,2017,Region VI,627,8,2017-11-01,0,-0.0483948166308555,0.014860810771995546,1.4868918731929326,-0.27080856415619076,-0.22161219114171873,0.41944086512411627,-0.21271386418411958,0.6826958756368665,1.2934069358038423
December,2017,Region VI,811,8,2017-12-01,0,0.9647309956889772,-0.21806944400121916,-0.013943770393056554,0.6417305706686135,0.13583467185678097,0.21619549312352637,-0.4010819052917159,-0.2738975103854973,-0.24921414333344413
January,2018,Region VI,755,3,2018-01-01,0,0.18692525262082202,-0.9532891472160373,1.0059691831320086,-0.1024772363744153,-0.511682813783239,0.38965513145350766,-0.8351609818815376,-0.29281948930697044,0.6814459357377548
February,2018,Region VI,574,3,2018-02-01,0,-0.5534506107478601,-1.264101625773617,0.2229527571020242,-0.5429645825299939,-0.7635343694828941,-0.3661563158976221,-0.9453646711765604,-0.6656990600155522,-0.07754013961674475
March,2018,Region VI,456,6,2018-03-01,0,-0.9285794427831604,-1.1581961285912004,-0.5223830386546432,-0.6664098685140533,-0.8111548077870239,-0.6674235270549056,-0.9127068373578563,-0.7786184553778114,-0.5267745590060209
April,2018,Region VI,487,5,2018-04-01,0,-1.0569163268298036,-1.29689908925476,-0.900024937006305,-0.6932419152744338,-0.849187302330257,-0.7452939976641062,-0.9544526976442244,-0.8830872419989779,-0.6526711865922428
May,2018,Region VI,545,2,2018-05-01,0,-0.26683873125097907,-0.06930722748804191,-1.0292215766166424,-0.40344251075937854,-0.35537085306921073,-0.6690696562295639,-0.2836026156928418,-0.7675264957519741,-0.6800360565541782
June,2018,Region VI,1017,13,2018-06-01,0,0.7486478218488841,1.1389940141627908,-0.23385108637550023,0.4060510735264418,0.8098111693006739,-0.022235101323996892,1.040307086371918,0.09250485718010418,-0.3844818973645589
July,2018,Region VI,2701,15,2018-07-01,1,0.841320408219496,1.8954482464414095,0.7884384230246488,0.504402109625864,1.32913465061383,0.72094836168592,2.2042305104959494,1.5201128253175815,0.44108638174678666
August,2018,Region VI,2639,16,2018-08-01,1,0.3117599990762072,1.3099369215493102,0.8817318423874745,-0.00246327331362318,0.5430412895371358,0.4154954279773584,1.2807632512129443,1.2245138218087794,0.5413904449260556
September,2018,Region VI,2846,21,2018-09-01,1,0.5000999349841422,0.6994498097283213,0.34862379757065937,0.16248765917203015,0.39363033966695693,0.232518066553852,0.4825236330202081,0.3910914083903697,0.024459872457532728
October,2018,Region VI,1903,9,2018-10-01,0,-0.5267706607800959,0.6895791108871876,0.5382254620063321,-0.531629763739827,-0.3003550769538567,-0.2657236217062647,0.47099783399671047,0.5328169620234976,0.19268635394365405
November,2018,Region VI,1724,9,2018-11-01,0,-0.3623988096668665,0.014860810771995546,-0.4955243541352787,-0.45431243346810074,-0.37730677023851217,-0.5057400443589678,-0.21271386418411958,-0.4524231545713159,-0.5152146565876553
December,2018,Region VI,1935,7,2018-12-01,0,-0.15996281069981053,-0.21806944400121916,-0.33005134169528727,-0.34139202225964904,-0.35381577454639196,-0.3851162874015149,-0.4010819052917159,-0.4328235236325451,-0.4363619806220669
January,2019,Region VI,1426,10,2019-01-01,0,-1.080103976380776,-0.9532891472160373,-0.12625918173291956,-0.697252445611903,-0.8214547474318191,-0.6658281228023173,-0.8351609818815376,-0.6124864143153858,-0.32119922780030874
February,2019,Region VI,2003,8,2019-02-01,1,-1.2773600012597524,-1.264101625773617,-1.0525645650700555,-0.7210055802009266,-0.8821065194649829,-0.7865676215643221,-0.9453646711765604,-0.9069633717394384,-0.6841262268696717
March,2019,Region VI,2262,19,2019-03-01,1,-1.2142450941047722,-1.1581961285912004,-1.2511420492171268,-0.7154233362756524,-0.8657995608967947,-0.7929220048836174,-0.9127068373578563,-0.9396024211143348,-0.7083510444924838
April,2019,Region VI,1199,7,2019-04-01,0,-1.1812244035113297,-1.29689908925476,-1.1876043221302026,-0.7117461750036831,-0.8684897813602918,-0.7865013586031223,-0.9544526976442244,-0.9346551760545335,-0.702657949944941
May,2019,Region VI,1386,9,2019-05-01,0,-0.40436479095813127,-0.06930722748804191,-1.154362419040714,-0.47527677480396,-0.4205561061807867,-0.7241844713403465,-0.2836026156928418,-0.8360235145482231,-0.6989077686436366
June,2019,Region VI,4859,31,2019-06-01,1,0.16097694007867727,1.1389940141627908,-0.37229846185141596,-0.12233372236268401,0.3469134469135379,-0.30013347034778004,1.040307086371918,-0.03342938651230843,-0.45774262592343495
July,2019,Region VI,13564,48,2019-07-01,1,1.0524967981421023,1.8954482464414095,0.1968306114000493,0.7438118644589112,1.53694727698695,0.4135207716603858,2.2042305104959494,0.8478041593581589,-0.0977909300921211
August,2019,Region VI,18090,54,2019-08-01,1,1.702160938982054,1.3099369215493102,1.0943229470080844,1.613630260306031,1.6999408331277592,1.591173702531154,1.2807632512129443,1.42878586142978,0.7855543310109154
September,2019,Region VI,9048,32,2019-09-01,1,-0.43720993940452785,0.6994498097283213,1.7483393234798184,-0.49109909212236047,-0.23771175613520898,0.15512133059837513,0.4825236330202081,1.4798449354919359,1.672645334743132
October,2019,Region VI,3475,8,2019-10-01,1,0.6290221794183296,0.6895791108871876,-0.4053636468003887,0.28514857248450154,0.47518833853416265,-0.17307943505469756,0.47099783399671047,-0.19835120352884875,-0.4738791383475944
November,2019,Region VI,1881,4,2019-11-01,0,-0.10157914143472911,0.014860810771995546,0.6680113834555852,-0.305195700024134,-0.24798291014062207,0.03965864936770999,-0.21271386418411958,0.2138100712567121,0.31778303300744737
December,2019,Region VI,1164,3,2019-12-01,0,0.08154193735232307,-0.21806944400121916,-0.06748438808569024,-0.1811247216104751,-0.2486734620161005,-0.18430740027432813,-0.4010819052917159,-0.3008155524988865,-0.28428412922729424
January,2020,Region VI,660,0,2020-01-01,0,-1.0089119373085877,-0.9532891472160373,0.11686345701633352,-0.6841245312100094,-0.8040492329425007,-0.6065983071065648,-0.8351609818815376,-0.5438445495285261,-0.15774938438803304
February,2020,Region VI,784,1,2020-02-01,0,-0.9845146677807981,-1.264101625773617,-0.9808955956739175,-0.6790697874963239,-0.8341401561908889,-0.7451383076498912,-0.9453646711765604,-0.8934071743654394,-0.670737622053669
